record_id,fold,batch,duplicate_group_id
BAH-P-1006,2,1,-1
BAH-P-1007,2,1,-1
BAH-P-1009,1,1,-1
BAH-P-1010,1,1,-1
BAH-P-1013,1,1,-1
BAH-P-1014,1,1,-1
BAH-P-1015,4,1,-1
BAH-P-1016,1,1,-1
BAH-P-1020,3,1,-1
BAH-P-1022,2,1,-1
BAH-P-1023,1,1,-1
BAH-P-1024,4,1,-1
BAH-P-1025,3,1,-1
BAH-P-1026,2,1,-1
BAH-P-1027,2,1,-1
BAH-P-1028,4,1,-1
BAH-P-1029,2,1,-1
BAH-P-1031,3,1,-1
BAH-P-1032,3,1,-1
BAH-P-1033,4,1,-1
BAH-P-1034,3,1,-1
BAH-P-1035,3,1,-1
BAH-P-1036,3,1,-1
BAH-P-1037,3,1,-1
BAH-P-1038,3,1,-1
BAH-P-1039,3,1,-1
BAH-P-1040,2,1,-1
BAH-P-1041,1,1,-1
BAH-P-1042,2,1,-1
BAH-P-1043,3,1,-1
BAH-P-1044,1,1,-1
BAH-P-1045,0,1,-1
BAH-P-1046,1,1,-1
BAH-P-1047,3,1,-1
BAH-P-1048,4,1,-1
BAH-P-1049,4,1,-1
BAH-P-1050,2,1,-1
BAH-P-1051,1,1,-1
BAH-P-1052,0,1,-1
BAH-P-1053,1,1,-1
BAH-P-1054,2,1,-1
BAH-P-1055,1,1,-1
BAH-P-1056,2,1,-1
BAH-P-1057,3,1,-1
BAH-P-1058,0,1,-1
BAH-P-1059,4,1,-1
BAH-P-1060,1,1,-1
BAH-P-1061,2,1,-1
BAH-P-1063,2,1,-1
BAH-P-1064,3,1,-1
BAH-P-1065,4,1,-1
BAH-P-1066,4,1,-1
BAH-P-1067,0,1,-1
BAH-P-1069,0,1,9
BAH-P-1070,1,1,-1
BAH-P-1072,0,1,-1
BAH-P-1073,1,1,-1
BAH-P-1074,0,1,-1
BAH-P-1075,2,1,-1
BAH-P-1076,3,1,-1
BAH-P-1077,2,1,-1
BAH-P-1078,0,1,-1
BAH-P-1079,2,1,-1
BAH-P-1080,2,1,-1
BAH-P-1081,4,1,-1
BAH-P-1082,4,1,-1
BAH-P-1084,4,1,-1
BAH-P-1085,4,1,-1
BAH-P-1086,3,1,-1
BAH-P-1087,4,1,-1
BAH-P-1088,3,1,-1
BAH-P-1089,0,1,-1
BAH-P-1090,3,1,-1
BAH-P-1091,4,1,-1
BAH-P-1092,1,1,-1
BAH-P-1093,0,1,-1
BAH-P-1094,1,1,-1
BAH-P-1095,3,1,-1
BAH-P-1096,1,1,-1
BAH-P-1097,3,1,-1
BAH-P-1098,1,1,-1
BAH-P-1099,0,1,-1
BAH-P-1100,1,1,-1
BAH-P-1101,1,1,-1
BAH-P-1102,2,1,-1
BAH-P-1104,3,1,-1
BAH-P-1105,2,1,-1
BAH-P-1106,3,1,-1
BAH-P-1108,2,1,-1
BAH-P-1109,4,1,-1
BAH-P-1110,3,1,-1
BAH-P-1111,3,1,-1
BAH-P-1112,1,1,-1
BAH-P-1113,0,1,-1
BAH-P-1115,3,1,-1
BAH-P-1116,3,1,17
BAH-P-1117,1,1,-1
BAH-P-1118,0,1,-1
BAH-P-1119,0,1,-1
BAH-P-1120,2,1,-1
BAH-P-1121,2,1,-1
BAH-P-1122,4,1,-1
BAH-P-1123,2,1,-1
BAH-P-1125,0,1,33
BAH-P-1126,2,1,34
BAH-P-1127,4,1,-1
BAH-P-1128,4,1,-1
BAH-P-1129,3,1,-1
BAH-P-1130,4,1,-1
BAH-P-1131,1,1,-1
BAH-P-1132,2,1,-1
BAH-P-1133,2,1,-1
BAH-P-1134,1,1,35
BAH-P-1135,1,1,-1
BAH-P-1136,4,1,-1
BAH-P-1137,4,1,-1
BAH-P-1138,3,1,-1
BAH-P-1139,1,1,-1
BAH-P-1140,3,1,-1
BAH-P-1141,3,1,-1
BAH-P-1142,0,1,-1
BAH-P-1143,0,1,-1
BAH-P-1144,1,1,-1
BAH-P-1145,4,1,-1
BAH-P-1146,0,1,-1
BAH-P-1147,3,1,-1
BAH-P-1148,3,1,-1
BAH-P-1149,0,1,36
BAH-P-1150,4,1,-1
BAH-P-1151,0,1,-1
BAH-P-1152,3,1,-1
BAH-P-1153,1,1,-1
BAH-P-1154,4,1,-1
BAH-P-1155,2,1,-1
BAH-P-1156,4,1,-1
BAH-P-1157,1,1,-1
BAH-P-1158,3,1,37
BAH-P-1159,4,1,-1
BAH-P-1160,2,1,-1
BAH-P-1161,3,1,-1
BAH-P-1162,4,1,-1
BAH-P-1163,1,1,-1
BAH-P-1164,4,1,-1
BAH-P-1165,0,1,38
BAH-P-1166,1,1,-1
BAH-P-1167,2,1,-1
BAH-P-1168,4,1,-1
BAH-P-1169,0,1,-1
BAH-P-1170,2,1,-1
BAH-P-1171,2,1,-1
BAH-P-1172,2,1,-1
BAH-P-1173,1,1,-1
BAH-P-1174,3,1,-1
BAH-P-1175,2,1,-1
BAH-P-1176,4,1,-1
BAH-P-1178,3,1,-1
BAH-P-1179,4,1,-1
BAH-P-1180,0,1,-1
BAH-P-1182,0,1,-1
BAH-P-1183,4,1,-1
BAH-P-1184,4,1,-1
BAH-P-1185,2,1,-1
BAH-P-1186,3,1,-1
BAH-P-1188,3,1,-1
BAH-P-1189,4,1,-1
BAH-P-1190,1,1,-1
BAH-P-1191,0,1,-1
BAH-P-1192,1,1,-1
BAH-P-1193,2,1,-1
BAH-P-1194,4,1,-1
BAH-P-1195,0,1,-1
BAH-P-1196,1,1,-1
BAH-P-1197,1,1,-1
BAH-P-1198,4,1,-1
BAH-P-1199,4,1,-1
BAH-P-1200,4,1,-1
BAH-P-1201,3,1,-1
BAH-P-1202,4,1,-1
BAH-P-1203,0,1,-1
BAH-P-1204,1,1,-1
BAH-P-1205,1,1,-1
BAH-P-1206,2,1,-1
BAH-P-1207,3,1,-1
BAH-P-1208,3,1,-1
BAH-P-1209,0,1,-1
BAH-P-1210,1,1,-1
BAH-P-1211,4,1,-1
BAH-P-1212,2,1,-1
BAH-P-1213,4,1,-1
BAH-P-1214,3,1,17
BAH-P-1215,0,1,-1
BAH-P-1216,2,1,-1
BAH-P-1217,3,1,39
BAH-P-1218,3,1,40
BAH-P-1219,3,1,41
BAH-P-1220,1,1,-1
BAH-P-1221,3,1,-1
BAH-P-1222,0,1,-1
BAH-P-1223,3,1,39
BAH-P-1224,1,1,-1
BAH-P-1225,0,1,-1
BAH-P-1226,0,1,-1
BAH-P-1227,1,1,-1
BAH-P-1228,2,1,-1
BAH-P-1229,0,1,-1
BAH-P-1231,4,1,-1
BAH-P-1232,1,1,-1
BAH-P-1233,3,1,-1
BAH-P-1234,2,1,-1
BAH-P-1235,3,1,-1
BAH-P-1236,2,1,-1
BAH-P-1237,3,1,-1
BAH-P-1238,4,1,-1
BAH-P-1239,2,1,-1
BAH-P-1240,4,1,19
BAH-P-1242,4,1,-1
BAH-P-1243,4,1,26
BAH-P-1244,0,1,-1
BAH-P-1245,4,1,42
BAH-P-1246,0,1,-1
BAH-P-1247,3,1,-1
BAH-P-1248,1,1,43
BAH-P-1249,2,1,-1
BAH-P-1250,2,1,-1
BAH-P-1251,2,1,-1
BAH-P-1252,1,1,-1
BAH-P-1253,1,1,-1
BAH-P-1255,0,1,-1
BAH-P-1256,4,1,-1
BAH-P-1257,4,1,-1
BAH-P-1258,1,1,-1
BAH-P-1259,3,1,-1
BAH-P-1260,1,1,43
BAH-P-1261,0,1,-1
BAH-P-1262,0,1,-1
BAH-P-1263,3,1,-1
BAH-P-1264,0,1,-1
BAH-P-1265,2,1,-1
BAH-P-1266,1,1,44
BAH-P-1267,2,1,-1
BAH-P-1268,1,1,-1
BAH-P-1269,1,1,-1
BAH-P-1270,0,1,-1
BAH-P-1271,2,1,-1
BAH-P-1272,4,1,-1
BAH-P-1273,3,1,-1
BAH-P-1274,4,1,-1
BAH-P-1275,4,1,-1
BAH-P-1276,2,1,-1
BAH-P-1277,3,1,-1
BAH-P-1278,1,1,-1
BAH-P-1279,4,1,-1
BAH-P-1280,0,1,-1
BAH-P-1281,4,1,-1
BAH-P-1282,0,1,-1
BAH-P-1284,1,1,-1
BAH-P-1285,2,1,34
BAH-P-1286,3,1,-1
BAH-P-1287,0,1,-1
BAH-P-1288,4,1,-1
BAH-P-1289,1,1,-1
BAH-P-1290,0,1,-1
BAH-P-1291,4,1,-1
BAH-P-1292,0,1,-1
BAH-P-1293,4,1,-1
BAH-P-1294,3,1,-1
BAH-P-1296,0,1,-1
BAH-P-1297,3,1,-1
BAH-P-1298,3,1,-1
BAH-P-1299,4,1,-1
BAH-P-1300,1,1,-1
BAH-P-1301,3,1,-1
BAH-P-1302,4,1,26
BAH-P-1303,2,1,-1
BAH-P-1304,0,1,-1
BAH-P-1305,4,1,-1
BAH-P-1306,0,1,-1
BAH-P-1307,1,1,-1
BAH-P-1308,1,1,-1
BAH-P-1309,1,1,-1
BAH-P-1310,4,1,-1
BAH-P-1311,2,1,45
BAH-P-1312,1,1,-1
BAH-P-1313,2,1,-1
BAH-P-1314,0,1,-1
BAH-P-1315,2,1,-1
BAH-P-1316,1,1,-1
BAH-P-1317,0,1,-1
BAH-P-1318,4,1,-1
BAH-P-1319,0,1,-1
BAH-P-1320,3,1,-1
BAH-P-1321,3,1,-1
BAH-P-1322,3,1,-1
BAH-P-1323,2,1,-1
BAH-P-1324,3,1,-1
BAH-P-1325,1,1,-1
BAH-P-1326,0,1,-1
BAH-P-1327,0,1,-1
BAH-P-1328,4,1,-1
BAH-P-1329,4,1,26
BAH-P-1330,0,1,-1
BAH-P-1331,0,1,-1
BAH-P-1333,1,1,-1
BAH-P-1335,0,1,-1
BAH-P-1336,0,1,-1
BAH-P-1337,4,1,-1
BAH-P-1338,1,1,-1
BAH-P-1340,0,1,-1
BAH-P-1341,3,1,-1
BAH-P-1342,3,1,-1
BAH-P-1343,0,1,-1
BAH-P-1344,0,1,-1
BAH-P-1346,3,1,-1
BAH-P-1347,2,1,-1
BAH-P-1348,2,1,-1
BAH-P-1349,2,1,-1
BAH-P-1350,4,1,-1
BAH-P-1351,2,1,-1
BAH-P-1352,2,1,-1
BAH-P-1353,1,1,-1
BAH-P-1354,3,1,46
BAH-P-1355,2,1,-1
BAH-P-1356,3,1,-1
BAH-P-1357,1,1,-1
BAH-P-1358,3,1,-1
BAH-P-1359,4,1,-1
BAH-P-1360,1,1,-1
BAH-P-1361,4,1,47
BAH-P-1362,0,1,-1
BAH-P-1363,0,1,-1
BAH-P-1364,4,1,-1
BAH-P-1365,1,1,-1
BAH-P-1366,1,1,-1
BAH-P-1367,3,1,-1
BAH-P-1368,0,1,48
BAH-P-1369,4,1,-1
BAH-P-1370,0,1,49
BAH-P-1371,0,1,36
BAH-P-1372,1,1,-1
BAH-P-1373,1,1,50
BAH-P-1374,4,1,-1
BAH-P-1375,3,1,-1
BAH-P-1376,1,1,-1
BAH-P-1377,4,1,-1
BAH-P-1378,1,1,-1
BAH-P-1379,2,1,51
BAH-P-1380,2,1,-1
BAH-P-1381,1,1,-1
BAH-P-1382,1,1,-1
BAH-P-1383,1,1,52
BAH-P-1384,4,1,-1
BAH-P-1385,0,1,-1
BAH-P-1386,1,1,-1
BAH-P-1387,1,1,-1
BAH-P-1388,3,1,-1
BAH-P-1389,1,1,53
BAH-P-1390,0,1,-1
BAH-P-1391,0,1,-1
BAH-P-1392,4,1,-1
BAH-P-1393,2,1,-1
BAH-P-1394,2,1,-1
BAH-P-1395,4,1,-1
BAH-P-1396,2,1,-1
BAH-P-1397,3,1,-1
BAH-P-1398,3,1,-1
BAH-P-1399,1,1,-1
BAH-P-1400,4,1,-1
BAH-P-1401,4,1,-1
BAH-P-1402,2,1,-1
BAH-P-1403,1,1,53
BAH-P-1404,3,1,-1
BAH-P-1405,4,1,-1
BAH-P-1406,0,1,-1
BAH-P-1407,2,1,-1
BAH-P-1408,1,1,-1
BAH-P-1409,1,1,-1
BAH-P-1410,0,1,-1
BAH-P-1411,4,1,-1
BAH-P-1412,4,1,-1
BAH-P-1413,0,1,-1
BAH-P-1414,3,1,-1
BAH-P-1415,0,1,-1
BAH-P-1416,0,1,-1
BAH-P-1417,2,1,-1
BAH-P-1419,2,1,-1
BAH-P-1420,3,1,-1
BAH-P-1421,2,1,-1
BAH-P-1422,1,1,-1
BAH-P-1423,1,1,-1
BAH-P-1425,1,1,-1
BAH-P-1426,4,1,-1
BAH-P-1427,3,1,-1
BAH-P-1430,0,1,-1
BAH-P-1431,3,1,-1
BAH-P-1432,0,1,-1
BAH-P-1433,4,1,-1
BAH-P-1434,4,1,-1
BAH-P-1435,3,1,-1
BAH-P-1436,1,1,-1
BAH-P-1437,2,1,-1
BAH-P-1438,0,1,-1
BAH-P-1439,4,1,-1
BAH-P-1440,1,1,-1
BAH-P-1441,4,1,-1
BAH-P-1442,1,1,-1
BAH-P-1443,2,1,-1
BAH-P-1444,1,1,-1
BAH-P-1445,4,1,-1
BAH-P-1446,3,1,-1
BAH-P-1447,3,1,-1
BAH-P-1448,1,1,-1
BAH-P-1449,3,1,-1
BAH-P-1450,0,1,-1
BAH-P-1451,4,1,-1
BAH-P-1452,0,1,-1
BAH-P-1453,1,1,-1
BAH-P-1454,0,1,-1
BAH-P-1455,3,1,-1
BAH-P-1456,2,1,-1
BAH-P-1457,4,1,-1
BAH-P-1458,0,1,-1
BAH-P-1459,3,1,-1
BAH-P-1460,0,1,-1
BAH-P-1461,1,1,-1
BAH-P-1462,4,1,-1
BAH-P-1463,2,1,-1
BAH-P-1464,3,1,-1
BAH-P-1465,3,1,-1
BAH-P-1466,4,1,-1
BAH-P-1467,3,1,-1
BAH-P-1468,0,1,-1
BAH-P-1469,3,1,-1
BAH-P-1470,3,1,-1
BAH-P-1471,0,1,-1
BAH-P-1472,3,1,-1
BAH-P-1473,2,1,-1
BAH-P-1474,1,1,-1
BAH-P-1475,3,1,-1
BAH-P-1476,2,1,-1
BAH-P-1477,2,1,-1
BAH-P-1478,4,1,-1
BAH-P-1480,3,1,-1
BAH-P-1481,4,1,-1
BAH-P-1482,1,1,-1
BAH-P-1483,2,1,45
BAH-P-1484,0,1,-1
BAH-P-1485,0,1,-1
BAH-P-1486,2,1,-1
BAH-P-1487,0,1,-1
BAH-P-1488,0,1,-1
BAH-P-1489,0,1,-1
BAH-P-1490,2,1,-1
BAH-P-1491,1,1,-1
BAH-P-1492,4,1,-1
BAH-P-1493,1,1,-1
BAH-P-1495,3,1,-1
BAH-P-1496,3,1,27
BAH-P-1497,1,1,-1
BAH-P-1498,3,1,-1
BAH-P-1499,2,1,-1
BAH-P-1500,1,1,-1
BAH-P-1501,3,1,39
BAH-P-1502,4,1,-1
BAH-P-1504,0,1,-1
BAH-P-1505,2,1,-1
BAH-P-1506,1,1,-1
BAH-P-1507,3,1,-1
BAH-P-1508,4,1,-1
BAH-P-1510,0,1,-1
BAH-P-1511,0,1,-1
BAH-P-1512,2,1,54
BAH-P-1513,4,1,-1
BAH-P-1514,3,1,-1
BAH-P-1515,0,1,-1
BAH-P-1516,2,1,54
BAH-P-1517,3,1,-1
BAH-P-1519,0,1,-1
BAH-P-1520,0,1,-1
BAH-P-1521,3,1,-1
BAH-P-1522,0,1,-1
BAH-P-1523,2,1,-1
BAH-P-1524,1,1,-1
BAH-P-1525,0,1,-1
BAH-P-1526,4,1,-1
BAH-P-1527,0,1,-1
BAH-P-1528,1,1,-1
BAH-P-1529,1,1,-1
BAH-P-1530,0,1,-1
BAH-P-1531,3,1,-1
BAH-P-1532,2,1,-1
BAH-P-1533,0,1,-1
BAH-P-1534,1,1,-1
BAH-P-1535,4,1,-1
BAH-P-1536,1,1,-1
BAH-P-1537,0,1,-1
BAH-P-1538,3,1,-1
BAH-P-1539,0,1,-1
BAH-P-1540,1,1,-1
BAH-P-1542,2,1,-1
BAH-P-1543,1,1,-1
BAH-P-1545,1,1,-1
BAH-P-1546,2,1,-1
BAH-P-1547,4,1,19
BAH-P-1548,4,1,56
BAH-P-1549,1,1,-1
BAH-P-1550,4,1,-1
BAH-P-1551,4,1,-1
BAH-P-1552,2,1,-1
BAH-P-1553,2,1,-1
BAH-P-1554,3,1,-1
BAH-P-1555,1,1,-1
BAH-P-1557,1,1,-1
BAH-P-1558,2,1,-1
BAH-P-1559,0,1,-1
BAH-P-1560,0,1,-1
BAH-P-1561,0,1,-1
BAH-P-1562,4,1,-1
BAH-P-1563,1,1,-1
BAH-P-1564,3,1,39
BAH-P-1565,2,1,-1
BAH-P-1566,2,1,-1
BAH-P-1567,2,1,-1
BAH-P-1568,4,1,-1
BAH-P-1569,2,1,-1
BAH-P-1570,1,1,-1
BAH-P-1572,0,1,-1
BAH-P-1573,4,1,-1
BAH-P-1574,1,1,-1
BAH-P-1575,1,1,-1
BAH-P-1576,0,1,-1
BAH-P-1577,2,1,-1
BAH-P-1578,2,1,-1
BAH-P-1579,4,1,57
BAH-P-1580,1,1,-1
BAH-P-1581,3,1,-1
BAH-P-1582,0,1,58
BAH-P-1583,2,1,-1
BAH-P-1584,1,1,-1
BAH-P-1585,1,1,-1
BAH-P-1587,0,1,59
BAH-P-1589,4,1,57
BAH-P-1590,2,1,-1
BAH-P-1591,3,1,60
BAH-P-1592,0,1,-1
BAH-P-1593,0,1,-1
BAH-P-1594,2,1,-1
BAH-P-1595,1,1,61
BAH-P-1596,1,1,-1
BAH-P-1597,2,1,-1
BAH-P-1598,2,1,-1
BAH-P-1599,1,1,-1
BAH-P-1600,4,1,-1
BAH-P-1601,4,1,-1
BAH-P-1602,4,1,47
BAH-P-1603,1,1,-1
BAH-P-1604,3,1,-1
BAH-P-1605,4,1,-1
BAH-P-1606,2,1,-1
BAH-P-1607,4,1,-1
BAH-P-1608,3,1,-1
BAH-P-1609,1,1,-1
BAH-P-1610,2,1,-1
BAH-P-1611,0,1,-1
BAH-P-1612,3,1,-1
BAH-P-1613,4,1,-1
BAH-P-1614,2,1,45
BAH-P-1615,4,1,-1
BAH-P-1616,3,1,-1
BAH-P-1617,3,1,-1
BAH-P-1618,4,1,62
BAH-P-1619,4,1,-1
BAH-P-1620,0,1,63
BAH-P-1621,0,1,-1
BAH-P-1622,4,1,-1
BAH-P-1623,0,1,-1
BAH-P-1625,2,1,-1
BAH-P-1626,4,1,-1
BAH-P-1627,2,1,-1
BAH-P-1628,1,1,-1
BAH-P-1629,0,1,49
BAH-P-1630,1,1,35
BAH-P-1631,4,1,-1
BAH-P-1632,0,1,-1
BAH-P-1633,3,1,-1
BAH-P-1634,4,1,56
BAH-P-1635,1,1,-1
BAH-P-1636,2,1,-1
BAH-P-1637,3,1,-1
BAH-P-1638,1,1,-1
BAH-P-1639,2,1,64
BAH-P-1640,0,1,-1
BAH-P-1641,3,1,-1
BAH-P-1642,4,1,-1
BAH-P-1643,2,1,-1
BAH-P-1644,3,1,-1
BAH-P-1645,2,1,-1
BAH-P-1646,2,1,-1
BAH-P-1647,3,1,-1
BAH-P-1648,3,1,-1
BAH-P-1649,1,1,-1
BAH-P-1650,0,1,-1
BAH-P-1651,0,1,65
BAH-P-1653,3,1,-1
BAH-P-1654,2,1,-1
BAH-P-1655,0,1,-1
BAH-P-1656,0,1,-1
BAH-P-1657,1,1,67
BAH-P-1659,3,1,-1
BAH-P-1661,4,1,-1
BAH-P-1662,3,1,68
BAH-P-1663,3,1,-1
BAH-P-1664,1,1,-1
BAH-P-1665,1,1,53
BAH-P-1666,0,1,-1
BAH-P-1668,4,1,-1
BAH-P-1669,0,1,-1
BAH-P-1670,2,1,-1
BAH-P-1671,2,1,64
BAH-P-1672,4,1,-1
BAH-P-1673,3,1,41
BAH-P-1674,3,1,-1
BAH-P-1677,0,1,-1
BAH-P-1678,3,1,-1
BAH-P-1679,2,1,-1
BAH-P-1680,3,1,-1
BAH-P-1681,4,1,-1
BAH-P-1682,0,1,33
BAH-P-1683,2,1,-1
BAH-P-1684,4,1,-1
BAH-P-1685,1,1,52
BAH-P-1686,1,1,-1
BAH-P-1687,1,1,53
BAH-P-1688,0,1,48
BAH-P-1689,2,1,-1
BAH-P-1690,2,1,-1
BAH-P-1691,0,1,-1
BAH-P-1692,2,1,-1
BAH-P-1693,2,1,-1
BAH-P-1694,1,1,-1
BAH-P-1695,4,1,-1
BAH-P-1696,4,1,-1
BAH-P-1697,1,1,-1
BAH-P-1698,0,1,-1
BAH-P-1699,2,1,45
BAH-P-1700,3,1,-1
BAH-P-1701,0,1,-1
BAH-P-1702,2,1,-1
BAH-P-1703,0,1,-1
BAH-P-1704,3,1,-1
BAH-P-1705,0,1,-1
BAH-P-1706,0,1,-1
BAH-P-1707,2,1,-1
BAH-P-1708,1,1,69
BAH-P-1709,3,1,-1
BAH-P-1710,4,1,-1
BAH-P-1711,2,1,-1
BAH-P-1712,1,1,70
BAH-P-1713,4,1,57
BAH-P-1714,4,1,-1
BAH-P-1715,1,1,-1
BAH-P-1716,1,1,-1
BAH-P-1717,4,1,-1
BAH-P-1718,0,1,-1
BAH-P-1719,1,1,-1
BAH-P-1720,1,1,-1
BAH-P-1722,3,1,-1
BAH-P-1723,1,1,-1
BAH-P-1724,1,1,-1
BAH-P-1725,4,1,-1
BAH-P-1726,4,1,-1
BAH-P-1727,0,1,-1
BAH-P-1728,4,1,19
BAH-P-1730,1,1,72
BAH-P-1731,2,1,-1
BAH-P-1732,2,1,-1
BAH-P-1733,0,1,73
BAH-P-1734,2,1,-1
BAH-P-1735,1,1,-1
BAH-P-1736,0,1,-1
BAH-P-1737,4,1,-1
BAH-P-1739,4,1,74
BAH-P-1740,4,1,-1
BAH-P-1741,2,1,-1
BAH-P-1742,3,1,-1
BAH-P-1743,0,1,-1
BAH-P-1744,4,1,-1
BAH-P-1745,1,1,-1
BAH-P-1746,2,1,-1
BAH-P-1747,3,1,-1
BAH-P-1748,4,1,-1
BAH-P-1749,2,1,-1
BAH-P-1750,4,1,-1
BAH-P-1751,3,1,-1
BAH-P-1752,1,1,-1
BAH-P-1753,4,1,-1
BAH-P-1754,2,1,-1
BAH-P-1755,3,1,75
BAH-P-1757,1,2,-1
BAH-P-1759,0,2,-1
BAH-P-1760,0,2,-1
BAH-P-1761,1,2,76
BAH-P-1762,3,2,-1
BAH-P-1763,1,2,-1
BAH-P-1764,1,2,23
BAH-P-1765,0,2,-1
BAH-P-1766,0,2,-1
BAH-P-1767,3,2,-1
BAH-P-1768,3,2,77
BAH-P-1769,0,2,-1
BAH-P-1770,1,2,-1
BAH-P-1771,0,2,78
BAH-P-1772,2,2,-1
BAH-P-1773,4,2,-1
BAH-P-1774,2,2,-1
BAH-P-1775,0,2,-1
BAH-P-1776,4,2,26
BAH-P-1777,1,2,-1
BAH-P-1778,4,2,79
BAH-P-1779,1,2,-1
BAH-P-1780,4,2,-1
BAH-P-1781,4,2,-1
BAH-P-1782,2,2,-1
BAH-P-1783,0,2,-1
BAH-P-1785,3,2,41
BAH-P-1786,1,2,-1
BAH-P-1788,4,2,-1
BAH-P-1789,2,2,-1
BAH-P-1790,1,2,-1
BAH-P-1791,2,2,-1
BAH-P-1793,1,2,-1
BAH-P-1794,0,2,-1
BAH-P-1795,3,2,-1
BAH-P-1796,0,2,-1
BAH-P-1797,1,2,-1
BAH-P-1798,0,2,-1
BAH-P-1799,2,2,-1
BAH-P-1801,3,2,-1
BAH-P-1802,2,2,-1
BAH-P-1803,1,2,-1
BAH-P-1804,2,2,-1
BAH-P-1808,2,2,-1
BAH-P-1809,0,2,-1
BAH-P-1810,4,2,-1
BAH-P-1811,2,2,-1
BAH-P-1813,0,2,-1
BAH-P-1814,4,2,-1
BAH-P-1816,3,2,-1
BAH-P-1817,2,2,-1
BAH-P-1818,0,2,-1
BAH-P-1819,3,2,-1
BAH-P-1820,4,2,-1
BAH-P-1821,0,2,-1
BAH-P-1822,3,2,-1
BAH-P-1823,1,2,-1
BAH-P-1824,0,2,-1
BAH-P-1826,4,2,-1
BAH-P-1827,4,2,-1
BAH-P-1828,1,2,-1
BAH-P-1829,3,2,-1
BAH-P-1830,3,2,39
BAH-P-1831,1,2,-1
BAH-P-1832,0,2,-1
BAH-P-1833,1,2,-1
BAH-P-1834,3,2,-1
BAH-P-1836,3,2,80
BAH-P-1837,0,2,59
BAH-P-1839,3,2,-1
BAH-P-1840,0,2,-1
BAH-P-1841,0,2,-1
BAH-P-1843,2,2,-1
BAH-P-1844,1,2,-1
BAH-P-1845,0,2,58
BAH-P-1846,3,2,41
BAH-P-1847,2,2,81
BAH-P-1848,1,2,44
BAH-P-1849,1,2,-1
BAH-P-1850,3,2,40
BAH-P-1851,4,2,-1
BAH-P-1852,4,2,-1
BAH-P-1853,1,2,35
BAH-P-1854,1,2,-1
BAH-P-1855,3,2,-1
BAH-P-1856,1,2,-1
BAH-P-1857,3,2,77
BAH-P-1858,3,2,-1
BAH-P-1859,4,2,-1
BAH-P-1860,0,2,-1
BAH-P-1861,3,2,-1
BAH-P-1862,4,2,-1
BAH-P-1863,1,2,-1
BAH-P-1864,0,2,-1
BAH-P-1865,1,2,-1
BAH-P-1866,0,2,25
BAH-P-1867,2,2,-1
BAH-P-1868,2,2,82
BAH-P-1869,2,2,45
BAH-P-1870,2,2,-1
BAH-P-1871,3,2,39
BAH-P-1872,0,2,-1
BAH-P-1873,0,2,-1
BAH-P-1874,3,2,39
BAH-P-1876,1,2,-1
BAH-P-1877,0,2,-1
BAH-P-1878,0,2,-1
BAH-P-1880,3,2,-1
BAH-P-1881,2,2,-1
BAH-P-1882,1,2,-1
BAH-P-1883,2,2,-1
BAH-P-1885,0,2,-1
BAH-P-1886,2,2,-1
BAH-P-1887,0,2,-1
BAH-P-1888,1,2,-1
BAH-P-1889,3,2,84
BAH-P-1891,3,2,-1
BAH-P-1892,1,2,-1
BAH-P-1893,0,2,85
BAH-P-1894,3,2,-1
BAH-P-1896,1,2,-1
BAH-P-1897,1,2,-1
BAH-P-1898,4,2,86
BAH-P-1899,0,2,-1
BAH-P-1900,2,2,-1
BAH-P-1901,3,2,87
BAH-P-1902,3,2,-1
BAH-P-1904,1,2,-1
BAH-P-1905,3,2,-1
BAH-P-1906,1,2,53
BAH-P-1907,3,2,-1
BAH-P-1908,2,2,88
BAH-P-1909,1,2,61
BAH-P-1910,2,2,-1
BAH-P-1912,3,2,-1
BAH-P-1913,2,2,89
BAH-P-1914,1,2,-1
BAH-P-1915,4,2,90
BAH-P-1916,0,2,-1
BAH-P-1917,4,2,-1
BAH-P-1918,2,2,-1
BAH-P-1919,3,2,-1
BAH-P-1920,1,2,-1
BAH-P-1921,2,2,82
BAH-P-1923,1,2,-1
BAH-P-1924,2,2,-1
BAH-P-1925,1,2,35
BAH-P-1926,0,2,-1
BAH-P-1927,0,2,91
BAH-P-1928,4,2,19
BAH-P-1929,4,2,-1
BAH-P-1930,3,2,17
BAH-P-1931,4,2,-1
BAH-P-1932,3,2,-1
BAH-P-1933,3,2,-1
BAH-P-1934,2,2,-1
BAH-P-1935,4,2,-1
BAH-P-1936,2,2,-1
BAH-P-1937,4,2,-1
BAH-P-1938,0,2,-1
BAH-P-1939,4,2,-1
BAH-P-1941,3,2,-1
BAH-P-1942,0,2,-1
BAH-P-1943,3,2,-1
BAH-P-1944,3,2,37
BAH-P-1945,4,2,-1
BAH-P-1946,0,2,-1
BAH-P-1947,0,2,91
BAH-P-1948,3,2,-1
BAH-P-1949,2,2,-1
BAH-P-1950,2,2,-1
BAH-P-1951,1,2,-1
BAH-P-1952,0,2,-1
BAH-P-1953,1,2,-1
BAH-P-1954,2,2,-1
BAH-P-1955,2,2,-1
BAH-P-1956,1,2,-1
BAH-P-1957,0,2,-1
BAH-P-1958,4,2,-1
BAH-P-1959,1,2,-1
BAH-P-1960,2,2,-1
BAH-P-1961,1,2,-1
BAH-P-1962,4,2,-1
